Nck2
Zfp334
E130018N17Rik,Gm14235
Aurka
Bmp7
Ppp4r1l-ps
Ppp1r3d
Rps24-ps2
Fabp5
Gm9833
Trim55
Eif5a2
Plk4
Postn
Smc4
4930579G24Rik
Fam198b
Iqgap3
Mex3a
Arhgef2
Rab13
S100a11
Sv2a
Txnip
Gja5
Hmgcs2
Tspan2
Sort1
Slc25a24
Cnn3
Abca4
4930422G04Rik
Pitx2
Elovl6
Papss1
Cenpe
Slc39a8
H2afz
Syde2
Lpar3
Tpd52
Zfp704
Ect2
Zmat3
Ccna2
Pabpc4l
Pcdh18
Trim59
Gucy1b3
Gucy1a3
Cd1d1
Pmf1
Cks1b
Atp8b2
Ttf2
Ptgfrn
Slc6a17
Vcam1
D3Bwg0562e
Ptbp2
Fnbp1l
Clca1
6230409E13Rik
Mms22l
Unc13b
Glipr2
Aldh1b1
Tmeff1
Smc2
Nipsnap3b
Ugcg
Zfp618
Ift74
Ror1
Cachd1
Dhcr24
Stil
Grik3
Marcksl1
Stmn1
Iffo2
Mfap2
Megf6
2610002J02Rik
Plag1
Tox
Fancg
E130306D19Rik
Tpm2
Rnf38
Zbtb5
Igfbpl1
Rpl17-ps4
Tnc
Gm11223
Ptprd
Frem1
Slc24a2
Dock7
Nasp
Ptprf
Gm12856
Rimkla
Gjb4
S100pbp
Khdrbs1
Atpif1
Arid1a
Hmgn2
Cort
Apitd1
Phf13
Rnf207
Agrn
Cdk6
Sema3d
Sema3a
Lrrc17
Armc10
Chpf2
Ywhah
Tacc3
Whsc1
Rnf4
Afap1
Slit2
Pi4k2b
Tbc1d1
Wdr19
N4bp2
Uchl1
C530008M17Rik,Gm10430
Rest
Hmgn2-ps1
Dck
Sept11
Ccng2
Fras1
Ptpn13
Cdc7
Pole
Msi1
Rfc2
Zfp157
Sdk1
Fscn1
Brca2
Cyp51
Dbf4
Gnai1
Prkag2
Tyms
Spon2
Sorcs2
Bend4
Nfxl1
Ccni
Evi5
Adrbk2
2900026A02Rik
1500011B03Rik,2610524H06Rik,Gm20499
Dynll1
Cox6a1
Vps37b
Scarb1
Eln
Emid2
Ttyh3
Tnrc18
Hmgb1
Col1a2
Peg10
Ppp1r9a
Asb4
Ccdc136
Smo
Cpa2
Cpa1
Mest
Casp2
Nfe2l3
Cbx3
Creb5
Smarcad1
Mad2l1
Tgfa
Tia1
Bmp10
Setd5
Fancd2
Cdca3
4933413G19Rik,Foxm1
Cdkn1b
Dera
Copg2
Ptn
Creb3l2
Zc3hav1l
Fam115a
Ezh2
Jazf1
Tril
Tmsb10
Dnahc6
Tet3
Antxr1
Sec61a1
Podxl2
Mcm2
Rybp
Pdzrn3
Rad18
Mbd4
Eno2
Gpr162
Ptms
Ncapd2
Ccnd2
Mansc1
Dynlt1-ps1
Fam60a
Suv420h2
Trim28
Ccdc8
Eml2
Gm9844
Hnrnpl
Tead2
Nav2
Ndn
Chsy1
Igf1r
Prc1
Sh3gl3
Mex3b
Sytl2
Prcp
Odz4
Ucp2
Rrm1
Olfr608
Gm10156
Mical2
Parva
Plk1
Fbxl19
Tgfb1i1
Tnnt1
Zim1
Peg3
Hif3a
Vasp
Grik5
Pafah1b3
Actn4
Arhgap33
Wtip
C80913
Ccne1
Gm5593
E2f8
Gm17504
4833412C05Rik
Hdgfrp3
Mesdc1
Olfr607
Olfr609
Olfr610
Dkk3
Plekha7
Arl6ip1
Eri2
Xpo6
Kif22
Adam12
Mki67
Lrdd
H19,Mir675
Igf2
Cdkn1c
Osbpl5
Cttn
Stxbp2
Gm6483
Plat
Sfrp1
Gpr124
Eif4ebp1
Dusp4
Tusc3
Slc7a2
Fat1
Casp3
Dctd
Hmgb2
Isyna1
Mcm5
Asf1b
Orc6
Cmtm3
Cdh3
Nfat5
Zfp821
Cenpn
Ctxn1
Shcbp1
6820431F20Rik
Neil3
Sap30
Neto2
Sall1
Tox3
Cdh11
Cenpt
Ilf3
Ldlr
Cnn1
Adamts8
Arhgap32
Cdon
Mcam
H2afx
Hmg20a
Cspg4
Gm6166
Tipin
Adam10
Aldh1a2
Ick
Cd109
Gm10123
Rbp1
Topbp1
Wdr82
Cacna2d2
Cdc25a
Smarcc1
Zfp105
Kif15
Dnmt1
Anln
Dpy19l1
Tbx20
Ntm
Chek1
AW551984
Ubash3b
Cep164
Pafah1b2
Ncam1
Dixdc1
Cd276
Kif23
Fem1b
Zwilch
Ccnb2
Cgnl1
Mapk6
Eef1a1
Col12a1
Hmgn3
Snap91
Tbx18
Snhg5
BC043934
Rasa2
Acpl2
Tmem108
Col6a6
Klhdc8b
Wdr6
Pth1r
Cx3cr1
Rpl3-ps1
Usp11
Aff2
Prrg3
Zfp275
Rpl3-ps2
Tbl1x
Tmem47
Gm6027
Heph
Nono
Nhsl2
Lpar4
Zfp711
Klhl4
Tmem35
Cenpi
Rpl36a
Armcx4
Armcx1
Armcx3
Bhlhb9
Arxes2
Wbp5
Ngfrap1
Nrk
Tmem164
Clcn5
Suv39h1
Rbm3
Klhl13
Sept6
Fam70a
Smarca1
Elf4
Mbnl3
Hs6st2
Gpc3
C430049B03Rik
Plac1
Fam122b
Gm8806
Gm8822
Pdk3
Maged1
Pja1
Ercc6l
Xist
Slc16a2
Zdhhc15
Zcchc5
Itm2a
Tspan6
Armcx6
Armcx2
Tceal8
Tceal5
Bex1
Tmsb15b1,Tmsb15b2,Tmsb15l
Morc4
Col4a6
Ammecr1
Capn6
Gm5644
Tro
Maged2
Shroom2
Prdx4
Prps2
Npas2
Dtymk
Fam54a
Ctnna3
Dse
Hmga2
Rtn4
2410006H16Rik
Myh8
Samd14
Acap1
Mmp28
Azi1
Id2
Pole2
Ptch1
Mast4
Trim35
Dlgap5
F630043A04Rik
Wdr67
B3gnt5
Robo2
Ripk4
Kifc5b
Pim1
Cacna1h
Prkd3
Snrpd1
Pcyox1l
Hells
Ppp1r26
Gm13597
Lgr4
Srsf6
Stx16
Zfp217
Prkci
Notch2
Col11a1
Lrrc40
Dclk2
Capza1
Gm10151
Fam159a
Cdca8
Gm1673
Tmem165
Kntc1
Cyth3
Mir5105
Steap2
Npy
Tsga14
Slc37a3
Rassf7
Zscan18
Samd4b
Blm
5033428I22Rik
Slc9a5
Ckap2
Ccdc102a
Gtl3
Rfx7
Nedd4
Tpbg
Dzip1l
Tcf12
Lrrc1
7SK
Chst2
Ogt
Phka2
Ctps2
Renbp
2610002M06Rik
Tceanc
Cnnm3
Cdh20
Phlda3
Lad1
Aldh9a1
Nsl1
Rftn2
Shisa4
Sertad4
Reps1
Col13a1
Acss3
Mfap3
1500010J02Rik
Ppm1d
Kcnh6
Purb
Usp22
Cntrob
Dio2
Diras2
Golm1
Loxl2
Esco2
Rad21
C1qtnf6
Gm5483
Gap43
Arhgap28
Rbbp8
B3galt1
Hnrnpa3
Gins1
Atpbd4
Cd93
Ankrd34a
Gnb4
Rpl21-ps10
Kirrel
Tet2
Runx1t1
Hnrnpr
Gm13237
Gnb1
Psip1
Gm13251
Bcl7a
Sfswap
Fzd1
Mcm7
Nup210
Adamts9
Rps16
Tmc3
Peg12
Nkd1
Sc4mol
Ptpn9
Ptpn23
Fmr1
Pola1
Lrch2
Gm15453
Tbata
Ptbp1
Gm11992
Fstl4
Aldoc
Etaa1
2810408A11Rik
Mycbpap
Pcgf2
Etv1
Bcl11b
Ckb
Zfp503
Cdca2
Kctd12
Nckap5l
Ifnar1
Stfa2
Alcam
Zfp523
Plekhh2
Ndc80
Camk2a
Mlana
Scd3
Tjp2
Itpka
Stam2
Bub1
Pag1
Gm10254
Cd101
Stbd1
Cit
Hnrnpd
Zcchc8
Gars
D6Wsu116e
Plvap
Scn10a
Fam123b
Cenpl
Slc19a3
Pbx1
Ccdc138
Cpsf6
Nup107
Scin
Foxc1
Rpl23a-ps3
Ccdc14
Ccdc34
Fat4
Gm13127
Cdkn2c
Kif2c
Adc
Snrnp70
Gipc1
Mt3
Slc38a5
Gprasp2
Hdac6
Fzd5
Fam124b
Slc35f1
1500009L16Rik
Gm17052
Dnajc9
Krt80
Stfa2l1
Tmem41a
Luc7l
Gm9493
Fam178a
Xrn2
Gm13889
Igsf3
Serp1
Lepr
Insig1
Rgs12
Zfp326
Krba1
Insc
Gipr
4632434I11Rik
St5
Ip6k2
Dync2h1
Spc24
Zfp609
Mlh1
Rbmx
Dtl
Nsg2
Cdca7l
Krt7
Gm17496
Srrm2
Rfx3
Zcchc11
Txndc12
Rbbp4
Srd5a3
Rpl6
Pom121
Emp1
Lig1
2410002F23Rik
6330503K22Rik
Wdr72
Phf16
Ddx26b
Nsdhl
Plxna3
Slc9a7
Nop58
Lbr
Extl3
9930012K11Rik
A630055G03Rik
Gm6767
Zfp13
Kctd5
Foxp4
Nxf1
Dpp3
Cercam
Pmvk
Pogz
Hs2st1
Adamtsl1
Shb
Rasl11b
Coro1c
Gm7964
Mmp15
Zswim4
Mbtps1
Eda
Gli2
Specc1
Tbx2
Rph3al
Atad2b
Akt1
Rgs7bp
Apcdd1
Trp53i11
Rsu1
Psrc1
Mob1b
4930524J08Rik
Rfc3
Zfp827
Bcar1
Amotl2
Hyls1
Maoa
Zfp280c
Morf4l2
Gpr161
Hnrnpu
Socs2
Cdc6
Tbcd
Dhx33
Prkar2b
Snai2
Rpl10a
Srsf7
Ifit2
Naa40
Cbfa2t2
Sec24b
Nat8l
Hnrnpf
Rad51ap1
5930416I19Rik
Ctdspl
Armcx5,Gprasp1
Acsl4
Pogk
1700052N19Rik
Samd5
Hebp2
Ywhaq
Nin
Edn1
Zfp808
Gm10093
Fbxo10
Abcg2
Zfp467
Ccdc111
Tmem158
Arhgap36
2010204K13Rik
Tmem183a
BC055324
Eif4a1
Rnf157
Zfp40
Dpp4
Zfp362
Fam193a
Slc35b4
Actg2
Sae1
Gtf3c1
Kdm5c
Ptma
Gm3608
Pirt
Meis1
Kdm6b
Spin1
Ripk3
Katnal2
Kcna4
Trim44
Mybphl
Pip5k1a
Gm10288
Melk
Clspn
Rcc2
Cdk5rap2
Haus6
Gal3st4,Gpc2
Cacng6
Itgal
Nup93
Gins3
Zfp868
Gatad2a
4931406C07Rik
Sphkap
Rps12
Unk
Plekhh1
2810429I04Rik
Dpysl2
Lca5l
Acat2
Fam171a1
Prrx2
Rbm45
Casc4
Rap2b
Tpm3
Gm12966
Aim1l
Zdhhc4
Lass4
Mum1l1
Rps6ka6
Mageh1
Epb4.1l2
Map2k6
Zfp354c
Tk1
Srsf5
Kif26a
Cdkl1
A330102I10Rik
Myoz1
Dis3
Gm7125
Sgol1
Fam48a
1110032F04Rik
Pgrmc2
Gm13152
Gm13157
Fbxo44
Gm7363
Cox6b2
Ankle1
2310022B05Rik
Zfp266
Tex9
Cenpw
Gsg2
4930474H06Rik
Zfp647
Fam13b
Sycp1
E2f2
Jun
Cdc20
Zbtb8b
Ebf3
4933436C20Rik
Spats2l
Susd4
Nckap5
Ppp1r12a
Dhrs7
Zfp184
Ppp1r3g
Dcp1a
Sept3
Myh7b
Edem2
Hmg1l1
Rcn3
Traip
Tmem9
Fam184a
Cbx1
Slc16a3
6330403K07Rik
Igf2bp1
Cacna1d
Cma1
Zfp7
Crebbp
Slbp
Nup205
Avl9
Maz
Stag1
Lin28b
Mcm9
Col6a1
Nav3
2810410L24Rik
Pygo2
Alg2
Ctr9
Sept1
Nr5a2
Brip1
Srsf2
Gm5446
Rem1
Cenpc1
Sgce
Smad6
Mid1
Haus7
Tube1
Srek1
Arid2
Ranbp1
Shd
Tcf7l2
Psd4
Shf
Arsj
Zyx
Cxx1c
Cep57l1
Gm9855
Rpsa-ps5
Pfn1
Mfsd7c
Zbed3
Rabl3
Zfp532
Mex3c
Gm17552
Sulf2
Fam189b
Anxa5
Emilin1
Zfp282
Prx
Csk
Cmtm7
Sparc
0610007P14Rik
Mtmr12
Acvr1b
Casp7
Sfpq
Efhd2
2610020H08Rik
Sulf1
Kif14
Chst11
Fam100b
Nt5c
Smoc1
Nt5dc2
Bik
Sub1
Nipal2
Kcnn3
Fam73a
Zfp69
Nr2c2ap
Cotl1
Stt3a
Lingo1
Mtap7d3
Zdhhc20
Fam92a
Alms1
Ankfy1
2410004N09Rik
Fam111a
Dusp2
Ly75
Rpl11
Bend3
Plekhg1
Abhd4
Reep4
Cbx5
Minpp1
Fam160b1
Fjx1
Frem2
Nbea
5730508B09Rik
Usp46
Sart3
Cfdp1
5530601H04Rik
Nme7
Hlx
Myocd
Brpf3
Cubn
Toe1
Mybl1
Akr1cl
Aqp4
Mta2
Pde5a
Gmeb1
Stk11ip
Polm
Grhl1
Elmo2
B4galt2,Ccdc24
Srrm1
Slc6a13
Nr2f2
Pcgf3
Cttnbp2
Abcg4
Bcl2
Rcor1
Ercc6
Pspc1
Tuba1b
Gm9027
Gpsm3,Pbx2
Ccnf
Iqce
Dchs1
Gm10282
Dusp10
Ipo9
Wif1
Nts
Gemin5
Rgs6
Supt16h
Ptk2b
Cep97
Col9a2
Zscan21
Mfsd10
Il1rl2
AI848100
Tmem26
Cdk4
Fam171a2
Arl6ip6
Rbm43
Prpf38a
BC057022
Kdelc2
B230219D22Rik
Ddhd1
Abcc5
Abl1
Prrg4
5430405H02Rik
Gpsm2
Nans
Zkscan2
Tmem136
Rgs16
Slitrk6
Fbxl18
Txndc5
Hiatl1
Gm6548
Ccnd1
Acaca
Rnd3
Gm5931
Adam11
Tug1
Arl10
Arfgap3
Commd10
Hhex
Ldb1
Rad51
Tox2
Gpx7
Casd1
Dact3
Mdm4-ps
Sept2
Nipsnap1
Lbh
Gm6724
Rapsn
Gm10801
Igsf10
Enpep
Zfp292
Lrrc8b
Dlg3
Dek
Nrbp2
Casp6
Kdelr2
Ltf
Dnmt3a
Fbxo16
Cthrc1
Abcg1
Wasf2
Igf2bp3
Wdr62
Csnk1g1
Slitrk4
Rpl31
Bcl6b
Tgif1
Fads2
4933407K13Rik
Nr2c1
Eif2c2
Glis2
Bace2
Svep1
Srgap3
Clasrp
Dpy19l3
Pdlim3
Prss35
Kcne1l
Fabp7
Erh
Gmcl1
Ncoa7
H2afy2
Lrrc45
Dicer1
Zfp28
Slc25a27
Mamdc4,Phpt1
BC030867
Dhfr
Ppp1r14b
Prmt6
Gtf2ird1
Eny2
Hlcs
Rasl11a
Adamts3
Gm8203
Gm15500
Tgfb2
Cnpy2
Ttc8
Dscc1
Tpsb2
Ap1s3
Sept9
2410018L13Rik
Usp6nl
Setd1b
6430598A04Rik
Odz3
Erbb4
Hmcn1
Tra2b
Ssbp3
Chd4
Wdr13
Apln
Hdac2
Npr3
Cpsf7
Rbms3
Igfbp5
Arid5b
Cep110
Ift80
Nphp4
Plscr3
Tnfrsf10b
Poldip3
Orc1
Eno1
Bend6
Pml
Efemp2
Tram1l1
Epha7
Rpa2
Cic
Cdc42ep5
Cep57
Elk3
Cdan1,Ttbk2
Duox2
Frrs1
Usp1
Tnni2
Efnb2
Lrrc16b
Dcbld2
Phgdh
Srsf11
Casz1
Mmp23
Kdm2b
Scml2
Dph1,Ovca2
Gnai3
Tmem209
Ap2b1
Epb4.1l4a
Nucks1
Rps7
Kit
Ears2
Gm6180
Pawr
Papd4
Gramd1c
Tex10
Radil
Deaf1
Sugt1
Stk3
Ncoa5
Ireb2
Mid2
Col4a5
4930547N16Rik
Icam2
Ttc3
Camk1d
Prr5l
Fancb
L3mbtl3
Mib1
Pak4
Gm11605
Csad
Trim68
Tanc1
Btbd3
Gm13308
Rps8
Kif3a
Zfp207
Sfrp2
Ap2s1
Bzw1
Tyro3
2810403A07Rik
Dock11
Eif4a-ps4
Tax1bp3
Ptgr1
Ppp2r1b
Cyp46a1
Cerkl,Neurod1
Pan3
Dhcr7
Vash1
Nid1
Terf2
9030407P20Rik
Fzd3
Ston1
Sncaip
Kdm6a
Rnf219
Msln
4933411K16Rik,Hoga1
Serbp1
Pgrmc1
Tle2
Prkd1
Slc2a13
Snrpg
Col4a1
Gab1
Mdm4
Cdc23
BC026590
Zfp37
Rps15a-ps4
P4ha3
E130303B06Rik
Dpy30
Agbl3
Ppp4c
Dcaf15
Rpp25
B630019K06Rik
Thra
Mpdu1
Snx6
Rad54l
Siah1b
Eif2ak4
Bbs7
Foxk1
Zfp422
Efs
Tmem178
Ide
2810046L04Rik
Exo1
Arfgap1
Pds5b
Lrfn1
Spg21
Dazap1
2310050B05Rik
Rpl41
Rbm24
Klf5
Arhgap23
Ksr1
Itgb8
Cggbp1
Ube2e3
Atxn7l2
U4
2610301G19Rik
Kif20a
Itfg2
Itga3
Cfi
Thsd1
D830014E11Rik,Lrrc8d
Tagln2
Greb1l
B230206F22Rik
Gtf2b
Itpripl2
Crtap
Nln
Sh3pxd2a
Dennd2a
Gm10131
Trim37
Depdc1b
Ss18
Rbm39
Cpa3
Zfp324
1700048O20Rik
Usp27x
Id4
Cdk14
Rbak
Anxa2
Ngp
Nap1l1
Ccdc50
Nfrkb
Npat
Ppil6
Sp1
Kcnj4
Gm12563
Szt2
Hdac1
Rbmxl1
Tdg
Arhgap39
Parn
Gm5506
Sema6a
Rpa3
Enox
A030009H04Rik
Klf10
Gca
Mov10
Pold1
A730011L01Rik
Rad50
Slc25a31
Tm6sf1
Rnf122
Irx5
AK129341
Ctgf
Rpl38
Snx18
Zfp318
Kif7
Zwint
Ankrd16
Pold3
Mtap1s
Cand1
Gm9282
Dgkz
Efna2
Pvrl3
Ube2q1
Gm9825
Stox2
Gm14892
2510009E07Rik
Eya3
Cav1
Fam108c
Zdhhc2
U2af1
Ctnnbl1
Anp32e
Lrrc42
Rbm5
Med14
Nr1h4
Zfp369
Ypel1
Rap1gds1
Arhgap17
Ttll4
Lmnb2
Cdyl
Krt18
Gm14286
Moxd1
Zfp367
Top2b
Mthfd2l
Asl
Klf14
Rd3
Inhba
Hnrpll
2700081O15Rik
Ubfd1
Smad1
Zfp319
Tmem102
Smek1
Clk2
Gm6382
Rnaseh2b
2810030E01Rik
Gm15484
C230052I12Rik
Anp32b
Col8a2
Arfip2
2310021P13Rik
Wdr34
Sepn1
Nudt11
2810055F11Rik
Gm5806
Zfp553
Tlr5
Morn4
E130203B14Rik
Ggta1
Bach2
Gm10043
Wnt2
Pik3c2a
Pms2,Rsph10b2
Lcorl
Plcl2
Thumpd1
Asxl1
2610528B01Rik
Gm10557
Cntln
Slc8a2
Tspyl5
Dgcr8
Me2
Pola2
Cald1
Ypel4
Atp7a
Ncapg
Nmt2
Pxn
Col6a3
Tor2a
Piga
Gm10275
Sfxn2
Garnl3
Magi1
C130039O16Rik
Nsa2
Zc3h11a
Cct2
Nfatc4
Ddb1
Wdr76
Gm17092
Dlg2
Rpgr,Srpx
Pygl
Srsf9
Pdgfa
Pgap3
Ahrr
Poli
Stk39
Plk-ps1
Zfp688
Tspan14
Gamt
Osta
Ampd2
Pi15
Atg4c
Zfp192
Wiz
Wdr91
Gm10068
Sgpl1
Plekhg2
Bmx
Nrm
Ddit4l
Copb1
Snx7
Ywhab
Ncoa6
Pask
Dzip1
Dusp27
Nelf
Gpr153
Plekhn1
Pacrgl
Limk1
Fut10
Rpl10a-ps1
Mark1
BC022687
Nagk
Reep2
Fig4
Wwc1
Rpl34-ps1
Gm15596
Gpr19
Blmh
Fam107b
Tns3
Slc25a17
Ube2h
Maml3
Gm1078
9430076C15Rik
Nudt21
Gemin8
Mapk1ip1l
2610039C10Rik
Zfp462
4632427E13Rik
Pcna-ps2
Zfp354a
Hnrpdl
Nrg1
Gm8292
Sept8
Pram1,Zfp414
Miip
Rpl27a
Ldb2
2410016O06Rik
Trrap
Sema4c
Zfp580
Hcfc1
AC027184.1
Sft2d3
Kdm1a
Ehd2
Dgcr14
Phf19
Crlf3
Thsd4
Arhgef4
Syde1
Aif1l
Gm7027
Ppp1r14c
Caprin2
Gm6788
Cdc27
Ap3b1
Arvcf
Ralgds
Larp7
Bai2
Fbxw17
Rpl15
Tbc1d30
Nek8
Fkbp1a
Cdh5
Mamld1
Fam168b
Smarcc2
Patz1
Gm7809
Rbmx2
Efnb3
Trim62
Rere
Chfr
Defb25
4930473A06Rik
Malt1
Zfyve1
Cramp1l
D330028D13Rik
Polr3f
Vps37d
Ppib
Shmt1
U2af2
Zfp828
Zbed4
N6amt1
Prmt2
Recql4
Rsbn1l
Gpr173
Wdr11
B4galt6
Gmfb
Trp53bp1
Tfdp1
Kcne3
5730507C01Rik
Rad54b
Mcmbp
Csnk2a2
Gpr182
3222401L13Rik
Rbm46
Rnf169
Sost
Sptlc2
Gcfc1
Mdc1
Whsc1l1
Impa1
Nap1l3
Pcsk5
4833420G17Rik
Gata4
Pitpnm1
Gpr125
Znrf3
Morc2a
Zfp579
Frmd4a
Spsb4
Umps
Ift46
D11Wsu47e
BC035947
Cldn11
Stk24
Med30
Scaf4
Nxn
Fbxo38
Rabep2
Gale
Sirt6
Gm17510
Gm16001
Vdr
Zfp810
Lmbr1l
Tmem51
Fam114a1
Zfp507
Polr2a
Upf3b
Cspp1
Gm7334
Mical3
Cbfb
Tceal1
Tnk2
Tpk1
Homer3
Vsig10l
Rnf149
Lama3
Xkr6
Rpl28-ps1
Gm10060
Rpl4
Cd164
Apaf1
Akap8
2810417H13Rik
Fam126a
Trio
Cdc42
Sppl3
Ptprs
Slc26a11
Lrp12
