"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001007599",4462.60828895359,0.924176312868404,0.140771504748703,6.56408121038261,5.23546643091054e-11,5.41357014874712e-09
"NM_001007600",63.3654711539561,0.752572732637048,0.285166365198881,2.63311434737871,0.00846058577354622,0.0397148582938122
"NM_001007603",43.641023647615,0.667549836967503,0.246141549008883,2.71225328366571,0.00668275079557779,0.0331263238361437
"NM_001007604",2108.10410578769,1.13847104296704,0.147101888095347,7.73769151835794,1.01238115319627e-14,2.43499675629641e-12
"NM_001007611",12.9986401367435,-0.963729236711037,0.356640816884354,-2.71261416840942,0.00667547815849543,0.0331094593470943
"NM_001007613",9937.89643912046,-0.383363931011764,0.123356608360883,-3.10787435014171,0.00188438165309458,0.0126817509792204
"NM_001007617",505.499300080389,-1.1106779728227,0.218997771973601,-5.07533247059547,3.86819039931122e-07,1.22981777522929e-05
"NM_001007629",834.10461133128,0.355161168326672,0.110651366066319,3.20978054671265,0.00132836346674885,0.00977845202668615
"NM_001007632",450.597067459224,0.422585399622483,0.149349052737324,2.82966520453928,0.00465967362017105,0.0252594948229165
"NM_001007639",306.443197439958,-0.43577797878094,0.150672028337025,-2.89138303785506,0.00383550330826005,0.0216953009215691
"NM_001007646",1021.95757791279,0.291867112019208,0.108298072369546,2.69512549051459,0.00703621258111818,0.0344615564397926
"NM_001007651",1010.96612959437,0.394464757466073,0.0917069817419459,4.30147929197478,1.69661632062177e-05,0.000296546018504885
"NM_001007656",680.443719834619,-0.87238301099155,0.1709661722716,-5.10245613116016,3.35273480138189e-07,1.08463911820144e-05
"NM_001007658",274.702940521193,0.548793485979494,0.206152238706936,2.6608964967339,0.00779329096575439,0.0373253643378777
"NM_001007662",6146.67712771105,0.465651036842199,0.121640631389794,3.82794460766026,0.000129217826879158,0.00156247654272241
"NM_001007664",6118.73718617763,-0.576214706699691,0.193301026946719,-2.98214669226965,0.0028623481324172,0.017467743925573
"NM_001007665",1670.56975458138,-0.4513676361842,0.144020032767701,-3.13408348092401,0.00172391803637815,0.0118763568832428
"NM_001007666",358.989943611355,0.527584498781438,0.175275914742583,3.0096610608312,0.00261539370424257,0.0162201322554595
"NM_001007678",180.484754989582,0.411625961519408,0.162678218972522,2.53060976687467,0.011386445098812,0.0494813937836824
"NM_001007686",378.868802383103,0.502294573294738,0.147535527578968,3.40457695897452,0.000662666248536144,0.00572344994051826
"NM_001007691",434.160707509049,-0.64718070456736,0.188133316251827,-3.44005933339562,0.000581586671558445,0.00514448609702554
"NM_001007700",2125.02990545314,0.228616202945566,0.0748119613666001,3.05591465520239,0.00224375112574337,0.0144667030624852
"NM_001007703",231.685184739541,0.428655186799618,0.134605250422266,3.18485383978404,0.00144827135593732,0.0104202356075574
"NM_001007705",786.350639530889,0.443314897721597,0.142976989968841,3.10048575585188,0.00193203506200229,0.012931622431371
"NM_001007706",285.175352472231,1.14741701558096,0.345204737576914,3.2637530131251,0.00109946966061811,0.00840672586391067
"NM_001007708",167.825726150961,0.516637427997351,0.149676439752914,3.45211413222256,0.000556212400405418,0.00497086752672499
"NM_001007711",390.993536643839,0.438484267608447,0.141182805774434,3.10581429949389,0.00189755841999877,0.0127549127332116
"NM_001007713",254.891991676877,1.49059430956331,0.353760536011488,4.10003916464781,4.13080225836871e-05,0.000625214722114793
