"","Probeset_ID","t_stats","p_value","adjust_p"
"228562_at.t","228562_at",3.1173239554011,0.00226934847394356,0.00309394530544576
"228640_at.t","228640_at",18.4462889426671,3.51375319182841e-38,1.45393409099711e-36
"228698_at.t","228698_at",10.7013632707842,2.13212255757e-17,6.89718829925885e-17
"228731_at.t","228731_at",6.79257931645113,4.69491670609205e-10,9.14493317687905e-10
"228737_at.t","228737_at",3.83388083514976,0.000214178281779931,0.00031051794451238
"228739_at.t","228739_at",13.0571752838603,3.78450522402745e-21,1.61845740167208e-20
"228750_at.t","228750_at",11.8752427029627,9.82755259544859e-19,3.49094733726956e-18
"228766_at.t","228766_at",7.72010843832405,3.17886452551386e-11,6.58571256909569e-11
"228776_at.t","228776_at",12.5643096645803,1.61208228630744e-22,7.59414763180521e-22
"228821_at.t","228821_at",7.73566231137163,1.79592085894873e-11,3.79248942765587e-11
"228827_at.t","228827_at",18.9313453851933,1.20951627335145e-35,2.57190196458481e-34
"228850_s_at.t","228850_s_at",16.0774464568537,1.35633188436649e-28,1.09291795524479e-27
"228854_at.t","228854_at",9.00077494032063,7.25032046029881e-13,1.6844067715808e-12
"228863_at.t","228863_at",9.62914435196467,3.79446281603657e-16,1.12149084389035e-15
"228885_at.t","228885_at",7.58890358906926,2.18763157875812e-10,4.33842480191538e-10
"228915_at.t","228915_at",-5.66358098281009,2.02434311066311e-07,3.47451715518523e-07
"228933_at.t","228933_at",4.57893988755569,1.06759639891804e-05,1.67296835900054e-05
"229024_at.t","229024_at",9.81934124930838,1.03511187745578e-14,2.71827836086587e-14
"229070_at.t","229070_at",-6.8799999699394,2.19573609441302e-10,4.34886411454895e-10
"229125_at.t","229125_at",7.97420128264002,2.5451335066895e-11,5.29429266133373e-11
"229127_at.t","229127_at",14.5051426269126,9.31524069902826e-24,4.81811942912576e-23
"229152_at.t","229152_at",3.58325477775612,0.000543419303447189,0.000769634554650921
"229218_at.t","229218_at",14.4373120788518,1.90191257144131e-28,1.51657715983159e-27
"229225_at.t","229225_at",15.7891760943361,9.49708024509904e-29,7.73405843364182e-28
"229228_at.t","229228_at",4.37778932746778,2.56401247476706e-05,3.89821558974019e-05
"229254_at.t","229254_at",-7.29291970811011,2.51524692365615e-11,5.23924223145247e-11
"229271_x_at.t","229271_x_at",9.75559123214478,2.36758189360781e-14,6.01122368012199e-14
"229288_at.t","229288_at",3.31013567024799,0.00137091307239296,0.0018959963087928
"229327_s_at.t","229327_s_at",12.5918477371931,4.75116337171343e-21,2.0094008624567e-20
"229339_at.t","229339_at",5.60394176263716,4.91315423491577e-07,8.24784992725443e-07
"229357_at.t","229357_at",10.3040908844925,3.42720557183468e-17,1.08410159720638e-16
"229390_at.t","229390_at",7.34787036749069,2.38450784720045e-11,4.98726982795613e-11
"229400_at.t","229400_at",5.50464123325883,2.68376654441848e-07,4.56538508833855e-07
"229435_at.t","229435_at",5.76696550986003,6.61877421729778e-08,1.16341484806922e-07
"229459_at.t","229459_at",14.2983653182871,4.41610642647398e-24,2.37230138208129e-23
"229461_x_at.t","229461_x_at",9.89997670089802,3.92891715587429e-15,1.06463224170682e-14
"229479_at.t","229479_at",12.2464571318442,1.26995191289608e-18,4.43903282795409e-18
"229530_at.t","229530_at",15.720805899249,6.2080389992505e-30,6.0926331460593e-29
"229546_at.t","229546_at",-7.25282869495431,1.07454997597067e-10,2.15897114594633e-10
"229554_at.t","229554_at",15.4705774415409,1.21523770918193e-29,1.12080056190213e-28
"229560_at.t","229560_at",10.7131907008909,3.92440444708338e-18,1.33516960188548e-17
"229578_at.t","229578_at",10.2032335137633,2.76517089914851e-15,7.63645615555433e-15
"229623_at.t","229623_at",6.1179090286822,1.48678685749434e-08,2.7002024659832e-08
"229635_at.t","229635_at",10.2953253132681,2.7682777049854e-15,7.63645615555433e-15
"229649_at.t","229649_at",5.88926337054269,4.56131087657266e-08,8.06393412474912e-08
"229659_s_at.t","229659_s_at",-7.44765330764053,7.94458918969375e-11,1.61959601190694e-10
"229669_at.t","229669_at",12.447105679974,1.54636243721725e-19,5.90394237251774e-19
"229723_at.t","229723_at",8.85602957718007,1.14255396038514e-14,2.99529128998228e-14
"229768_at.t","229768_at",3.18110999457027,0.00189394430634925,0.00259590754970519
"229800_at.t","229800_at",12.3516451918681,3.75970323441042e-19,1.39036368402955e-18
"229802_at.t","229802_at",17.2655516974555,3.184957045076e-35,6.24184952081995e-34
"229947_at.t","229947_at",7.06834862390499,2.71563163539181e-10,5.3508777783589e-10
"229975_at.t","229975_at",2.27875731740681,0.024294882624803,0.0306387687797145
"230030_at.t","230030_at",2.283795749328,0.0240607685634823,0.0303685380632245
"230130_at.t","230130_at",17.0403358257799,4.02993083270374e-34,6.62323633133389e-33
"230175_s_at.t","230175_s_at",8.21706676419676,3.48507413119861e-13,8.28516847028737e-13
"230244_at.t","230244_at",-8.63969204218079,3.53056725351663e-14,8.90493981076435e-14
"230318_at.t","230318_at",-6.35405694871428,3.98867175264789e-09,7.48364761434303e-09
"230372_at.t","230372_at",5.59623320717182,2.28461124408493e-07,3.91684189775368e-07
"230425_at.t","230425_at",2.92648733978987,0.0041460311401695,0.0055485783877618
"230482_at.t","230482_at",11.6289257732338,3.70645925923654e-18,1.26382831311607e-17
"230493_at.t","230493_at",9.08246752730084,1.40381113388708e-14,3.64277092539172e-14
"230550_at.t","230550_at",12.7932153762935,9.29379541797504e-23,4.44650024528743e-22
"230573_at.t","230573_at",-3.33822771514665,0.00110065662738516,0.00153191390593334
"230615_at.t","230615_at",-12.292619764974,5.88602422082973e-23,2.89758941546312e-22
"230645_at.t","230645_at",-5.15721892508893,9.11198463807025e-07,1.51800309911704e-06
"230708_at.t","230708_at",12.9083726976984,1.59241214398456e-20,6.50128797984097e-20
"230722_at.t","230722_at",19.8705337520049,1.12380413404365e-33,1.67043119341828e-32
"230730_at.t","230730_at",13.4586183785424,1.04874860817935e-21,4.65401193948573e-21
"230741_at.t","230741_at",16.0008347138642,9.9362483245561e-27,6.701496116694e-26
"230746_s_at.t","230746_s_at",8.29733322092079,1.18379973869014e-13,2.89983583989537e-13
"230784_at.t","230784_at",-2.57239886172303,0.0112104785979535,0.0146070150923122
"230831_at.t","230831_at",2.44524716108721,0.0158816928359886,0.0204326653209231
"230836_at.t","230836_at",10.5060233859287,2.84030611018886e-18,9.79393841148457e-18
"231001_at.t","231001_at",11.583506582621,6.91540600728431e-18,2.31167829632146e-17
"231067_s_at.t","231067_s_at",12.1995447722313,1.52759313750296e-20,6.25332912705087e-20
"231098_at.t","231098_at",10.9784963188135,6.59077096043913e-17,2.05090860577892e-16
"231120_x_at.t","231120_x_at",-2.20324282574212,0.0293131275012725,0.036695337861364
"231148_at.t","231148_at",4.0283417992345,0.000116198251209219,0.000171883596716246
"231166_at.t","231166_at",6.95635640788323,1.52852107801099e-10,3.0550466976956e-10
"231202_at.t","231202_at",7.91882026655581,1.16395450186248e-12,2.65972289903203e-12
"231213_at.t","231213_at",10.7672042264744,6.57269983925846e-16,1.90583398748195e-15
"231240_at.t","231240_at",8.51786703971588,1.81369435757852e-13,4.40756517690906e-13
"231250_at.t","231250_at",-3.95461903080309,0.000137186310529576,0.000201760078214007
"231439_at.t","231439_at",-9.25454789295173,9.84946888529677e-16,2.8028878928233e-15
"231693_at.t","231693_at",-6.22782010683288,6.02365722265711e-09,1.12056126462795e-08
"231721_at.t","231721_at",9.18321529158655,1.19748617332419e-13,2.92867624817785e-13
"231766_s_at.t","231766_s_at",12.5924717425143,5.38179715670843e-24,2.84121774031745e-23
"231773_at.t","231773_at",11.8991540101481,9.16515338072583e-18,3.02410556592484e-17
"231814_at.t","231814_at",-6.4089247416343,2.42552102691133e-09,4.57324223177493e-09
"231841_s_at.t","231841_s_at",16.9715043599057,4.76142466801756e-29,4.02748130758833e-28
"231842_at.t","231842_at",15.1282964421724,5.39589543510235e-25,3.09405090304932e-24
"231879_at.t","231879_at",12.589338656922,8.37923907931644e-24,4.3783669045848e-23
"231899_at.t","231899_at",-2.56132300669471,0.0115603141248058,0.015037248024705
"231940_at.t","231940_at",5.20368937291997,7.50705865592574e-07,1.2547278168365e-06
"231964_at.t","231964_at",8.20851764215336,2.42134149721987e-13,5.80792460137749e-13
"231993_at.t","231993_at",9.07828705494732,5.97375453295649e-13,1.39746005074788e-12
"232054_at.t","232054_at",-3.98592891634617,0.000110857326976938,0.000164141748164113
"232060_at.t","232060_at",7.58990480390109,1.17674077326712e-11,2.50220850537772e-11
"232067_at.t","232067_at",4.60705501213115,1.36259091984505e-05,2.11360354435944e-05
"232090_at.t","232090_at",12.3102816476065,7.65735174275352e-20,2.99066467299889e-19
"232099_at.t","232099_at",5.47292435457145,2.66108276578233e-07,4.53183283027001e-07
"232113_at.t","232113_at",15.9208836284849,6.24834783666645e-27,4.32860657825174e-26
"232119_at.t","232119_at",7.69362857259463,1.64078674771692e-10,3.27515581584694e-10
"232176_at.t","232176_at",-8.77024476857986,1.23113021488645e-14,3.21100572230179e-14
"232252_at.t","232252_at",-2.19362881371842,0.0300153580325619,0.0375437198920361
"232267_at.t","232267_at",10.679505108968,6.11107116627879e-17,1.9093979501169e-16
"232277_at.t","232277_at",-5.68399225325788,8.60639715560174e-08,1.50243945783652e-07
"232297_at.t","232297_at",11.5859252596607,4.61541854666817e-20,1.82589297027105e-19
"232298_at.t","232298_at",7.112983537808,1.50715319582377e-09,2.86996460548034e-09
"232315_at.t","232315_at",5.32151628285432,5.87656553256141e-07,9.8435687421789e-07
"232431_at.t","232431_at",11.2925570787574,7.55705586190139e-20,2.96662885245411e-19
"232453_at.t","232453_at",9.67778096853307,2.31483208659481e-14,5.89685178798111e-14
"232458_at.t","232458_at",16.7171634115539,1.34590006930258e-32,1.71714417175187e-31
"232481_s_at.t","232481_s_at",-9.04882847144017,2.03535701139529e-15,5.67601381502038e-15
"232504_at.t","232504_at",-7.25785371579301,3.3663418098477e-11,6.95528921845726e-11
"232530_at.t","232530_at",-4.87730990278209,3.28227392340559e-06,5.27299200077016e-06
"232544_at.t","232544_at",11.4932827329858,1.40933138203351e-18,4.91500306581619e-18
"232568_at.t","232568_at",11.4613713286128,2.89751481186059e-17,9.22265109554794e-17
"232584_at.t","232584_at",6.78106486095564,6.75786058480342e-10,1.30800057589558e-09
"232618_at.t","232618_at",-2.70763913930127,0.00773585591447121,0.0101661763133523
"232628_at.t","232628_at",-3.59389079904805,0.000459329289265928,0.000652955563478307
"232707_at.t","232707_at",-4.65469664819878,8.80403040060558e-06,1.38672536453983e-05
"232737_s_at.t","232737_s_at",-2.98541986360007,0.00338162248011845,0.00455745071924414
"232752_at.t","232752_at",2.35677306872234,0.020015703949003,0.0255154394220846
"232882_at.t","232882_at",6.92627140663653,3.23897969234548e-10,6.35753578074478e-10
"233059_at.t","233059_at",-3.47692882279093,0.000687156230720007,0.000967834580710516
"233109_at.t","233109_at",7.16061385069477,4.90473969032549e-10,9.52938637803088e-10
"233364_s_at.t","233364_s_at",12.2017055326585,4.99662160970826e-19,1.81706120771101e-18
"233413_at.t","233413_at",-4.68921139449605,6.87600925177149e-06,1.08976916816378e-05
"233496_s_at.t","233496_s_at",11.8284057958425,4.35362191277012e-19,1.59747104335958e-18
"233604_at.t","233604_at",-3.86523261170519,0.000183112841440733,0.000267250486411594
"233690_at.t","233690_at",6.30911016726305,6.89851198775129e-09,1.27710058684972e-08
"233899_x_at.t","233899_x_at",2.63374955864154,0.00946057362132522,0.01236903348783
"234632_x_at.t","234632_x_at",-3.60496428723955,0.000444055796462335,0.000631830320059326
"234640_x_at.t","234640_x_at",-3.18003319776741,0.00183977637670729,0.00252392260998106
"234650_at.t","234650_at",-3.41772148154092,0.000851229812284859,0.00119343666905505
"234764_x_at.t","234764_x_at",2.52852357676988,0.0128575785249603,0.016653936312787
"234994_at.t","234994_at",6.11775508032918,1.1719614721286e-08,2.13349942191307e-08
"235004_at.t","235004_at",6.15872313450734,2.09510728268628e-08,3.76922356027344e-08
"235008_at.t","235008_at",2.95441785920814,0.00380982566108676,0.00511204477399109
"235044_at.t","235044_at",12.7223433485666,1.78913878468319e-21,7.78173715724421e-21
"235048_at.t","235048_at",-5.395824347851,3.45329159684918e-07,5.84843964023905e-07
"235086_at.t","235086_at",7.29986243955084,2.20670484841163e-10,4.36494201927417e-10
"235102_x_at.t","235102_x_at",-3.35629234980306,0.00105632666820872,0.00147155243769567
"235147_at.t","235147_at",-4.21092332252526,5.82592314877762e-05,8.74459641252798e-05
"235182_at.t","235182_at",11.8378050246832,4.36148201256895e-19,1.59747104335958e-18
"235183_at.t","235183_at",9.11744360205532,6.48636805611369e-13,1.51381547163263e-12
"235201_at.t","235201_at",4.95486971915573,2.52104662755941e-06,4.08868896906086e-06
"235209_at.t","235209_at",-4.32179516825629,3.04978124352684e-05,4.6184125458354e-05
"235210_s_at.t","235210_s_at",-4.98028157149238,2.00666238106952e-06,3.26482476664977e-06
"235229_at.t","235229_at",3.58069667658738,0.00050541347225096,0.00071779965307627
"235306_at.t","235306_at",12.6979596148767,2.10553664088918e-22,9.73890210634843e-22
"235318_at.t","235318_at",18.7011175235707,2.23056450708905e-32,2.68897185854594e-31
"235371_at.t","235371_at",14.3574567818312,3.6408239857955e-28,2.78705076112646e-27
"235385_at.t","235385_at",9.96060901912954,1.59936822335456e-15,4.4764766909613e-15
"235419_at.t","235419_at",2.50306566039307,0.0137638613035684,0.0177676826777093
"235438_at.t","235438_at",12.3554957679956,8.80388195067166e-20,3.42100082905541e-19
"235489_at.t","235489_at",14.5580298162238,1.31486002378712e-25,8.11713990491161e-25
"235570_at.t","235570_at",13.6864938797991,3.10863331304917e-25,1.81653343598407e-24
"235592_at.t","235592_at",5.2492925455147,1.1204049599477e-06,1.85843986314185e-06
"235593_at.t","235593_at",12.0480021157657,1.48145855169969e-18,5.14311347540187e-18
"235629_at.t","235629_at",10.6632976058618,4.25626900557425e-16,1.25073855039044e-15
"235723_at.t","235723_at",11.4649212834422,9.91137287754796e-18,3.26329287645719e-17
"235733_at.t","235733_at",12.2325679251121,1.03155382983752e-22,4.90468606671193e-22
"235740_at.t","235740_at",9.82657381971975,4.98667717413134e-16,1.45977108099332e-15
"235759_at.t","235759_at",11.7810664605249,2.29051509983768e-17,7.36363090524629e-17
"235763_at.t","235763_at",-3.40800977494294,0.000875668844012031,0.00122657731032243
"235798_at.t","235798_at",3.27055844122907,0.00138750076458348,0.00191720547886038
"235821_at.t","235821_at",15.5647755261984,6.6075903533316e-28,4.91078681114111e-27
"235892_at.t","235892_at",-4.49501341391439,1.55936871346105e-05,2.40907517690098e-05
"235944_at.t","235944_at",15.1023964352795,2.58271966666066e-25,1.5326138797122e-24
"235976_at.t","235976_at",-8.50110693624647,6.77662620380021e-14,1.68974181075214e-13
"236028_at.t","236028_at",5.96552494537153,6.63188902139261e-08,1.16438326740276e-07
"236038_at.t","236038_at",9.55868657192245,4.10061139012716e-14,1.03257171682314e-13
"236044_at.t","236044_at",11.9420069024233,4.90308613993606e-19,1.78729163815288e-18
"236121_at.t","236121_at",5.13041959054593,1.51010217636545e-06,2.48866139075943e-06
"236179_at.t","236179_at",11.9759805708593,1.72239838045951e-22,8.08705883700625e-22
"236203_at.t","236203_at",3.35041418602101,0.0011740572566345,0.00163259006349448
"236219_at.t","236219_at",-5.61806184604699,1.26330616949656e-07,2.19039835277376e-07
"236225_at.t","236225_at",-7.17506954456272,5.58385534391366e-11,1.14750101094387e-10
"236262_at.t","236262_at",11.3155711425739,6.40344058615011e-18,2.14992709153417e-17
"236297_at.t","236297_at",14.0046453176351,1.42838600095372e-25,8.78256613437812e-25
"236300_at.t","236300_at",8.12243056029403,3.91796802693953e-13,9.25680408834015e-13
"236313_at.t","236313_at",10.3957236638748,7.37938997580885e-19,2.6335305484763e-18
"236429_at.t","236429_at",4.43330290871206,2.35913480402976e-05,3.60103228810525e-05
"236430_at.t","236430_at",-5.85594713202251,4.04965946130486e-08,7.18427420076216e-08
"236548_at.t","236548_at",-4.94373653857649,2.49874614800155e-06,4.05681903774165e-06
"236600_at.t","236600_at",13.7392694221915,5.18204571671598e-22,2.3472520687255e-21
"236738_at.t","236738_at",12.8677234252427,1.11405138206067e-19,4.27471846098967e-19
"236741_at.t","236741_at",-4.21316314234852,4.66820709307132e-05,7.03740826596954e-05
"236894_at.t","236894_at",-10.5801921174685,5.99548543427855e-19,2.16487929242464e-18
"236918_s_at.t","236918_s_at",-2.55820429143024,0.0116505238796573,0.0151417250082812
"237086_at.t","237086_at",-3.51043672058277,0.000615077538235,0.000867112072778808
"237169_at.t","237169_at",7.58108443551627,2.08493275926541e-10,4.14549617459134e-10
"237206_at.t","237206_at",5.21422143418565,1.70874694072414e-06,2.80696519983762e-06
"237515_at.t","237515_at",-5.53466575909765,1.78120486166092e-07,3.06407263281221e-07
"237521_x_at.t","237521_x_at",-9.14531631940428,3.61629472138609e-15,9.85150750612473e-15
"237727_at.t","237727_at",3.82964426055466,0.000217118167030701,0.000314482416011356
"237933_at.t","237933_at",-3.37946502178929,0.000958293236444521,0.00133986022374115
"238017_at.t","238017_at",-4.73572903318351,7.36730611776021e-06,1.16642664594528e-05
"238021_s_at.t","238021_s_at",-2.94888848408978,0.00389308752172525,0.0052146255430983
"238022_at.t","238022_at",-2.80714935935759,0.00588377609001346,0.00779918718078841
"238103_at.t","238103_at",-8.52824030249359,4.45472278838341e-13,1.04925855215615e-12
"238143_at.t","238143_at",-6.92757994246535,1.9770224044531e-10,3.93604850613485e-10
"238378_at.t","238378_at",-5.51820855461176,1.9065688107437e-07,3.27604584651919e-07
"238447_at.t","238447_at",15.05380117317,2.85489361869349e-29,2.51197823575846e-28
"238455_at.t","238455_at",14.8832209916728,2.13588121006442e-29,1.91230066234423e-28
"238462_at.t","238462_at",4.93923201528768,3.25447138077874e-06,5.23381899576917e-06
"238478_at.t","238478_at",21.3075495538803,5.93751950470051e-37,1.71515893616915e-35
"238481_at.t","238481_at",11.620420150392,3.21264608013731e-17,1.01871839301124e-16
"238577_s_at.t","238577_s_at",10.6879850795067,2.13538030950274e-17,6.89718829925885e-17
"238592_at.t","238592_at",10.0151111755345,1.47883430105684e-14,3.82448532925342e-14
"238617_at.t","238617_at",13.6549927663773,1.0593153450411e-24,5.98454536257534e-24
"238623_at.t","238623_at",18.89748310805,2.46308054024474e-35,4.89737182742169e-34
"238632_at.t","238632_at",-7.61685453581625,6.47339796255614e-12,1.40578330222318e-11
"238668_at.t","238668_at",11.7610827757224,6.38203605434828e-21,2.65513510848022e-20
"238750_at.t","238750_at",-12.7252878640803,1.08605591216437e-24,6.11305735854284e-24
"238751_at.t","238751_at",5.92063003944311,1.23395132494677e-07,2.14192684636453e-07
"238846_at.t","238846_at",-11.004975546067,3.44431610591589e-19,1.27681548623662e-18
"238852_at.t","238852_at",9.24697005575887,8.39814332630796e-15,2.21300472161402e-14
"238878_at.t","238878_at",-4.61125821857184,1.17298252974733e-05,1.83061799494715e-05
"238984_at.t","238984_at",-7.51105249705556,9.07947264434244e-12,1.94960345280341e-11
"239258_at.t","239258_at",6.95818712789023,8.58188408937206e-10,1.65268736362624e-09
"239272_at.t","239272_at",-2.88887027365288,0.00453633462375867,0.00604950175417837
"239319_at.t","239319_at",-7.78555869205625,2.05710709502728e-12,4.62471506973093e-12
"239448_at.t","239448_at",2.35544999033672,0.020218570956482,0.0257311987816907
"239519_at.t","239519_at",9.64784154194876,4.4971863925507e-15,1.2100513826002e-14
"239580_at.t","239580_at",11.1116694872937,5.44195412852983e-17,1.71080734512919e-16
"239697_x_at.t","239697_x_at",-4.67476335969599,8.22481839144157e-06,1.29816463477289e-05
"239723_at.t","239723_at",-3.61715197236434,0.000423818129890823,0.000604157874173976
"239884_at.t","239884_at",-5.8475786798571,4.23566104152691e-08,7.50555214650197e-08
"240038_at.t","240038_at",5.83889318670122,9.29522922938874e-08,1.61899840161481e-07
"240110_at.t","240110_at",-6.7018991437712,5.50591714300839e-10,1.06838518960023e-09
"240422_at.t","240422_at",-8.38429461541784,7.40866793122033e-14,1.84134263030817e-13
"240502_at.t","240502_at",2.79283182360936,0.00610817467768991,0.00807566099442423
"240856_at.t","240856_at",-11.1155496412576,1.61012568217221e-20,6.55612345586612e-20
"240865_at.t","240865_at",-2.23958338232787,0.0269681598895961,0.0338705929376306
"241031_at.t","241031_at",-9.9932261092358,2.29422073272533e-17,7.36363090524629e-17
"241036_at.t","241036_at",2.29469107607558,0.023473309122603,0.0296760002202355
"241457_at.t","241457_at",10.2007554503168,1.23778368747747e-15,3.50934597320002e-15
"241473_at.t","241473_at",12.8746796491008,1.33033346997051e-21,5.85270270840476e-21
"241547_at.t","241547_at",-7.33358144986738,2.32504483979829e-11,4.8695535564038e-11
"241586_at.t","241586_at",-3.92718582136154,0.000138731217920267,0.000203836367212984
"241616_at.t","241616_at",-4.82502686762547,3.91163950170978e-06,6.26435154510216e-06
"241762_at.t","241762_at",5.02098024248061,2.66315619345174e-06,4.30548271612948e-06
"241780_at.t","241780_at",8.20300104597433,1.12001105071158e-12,2.56313440753278e-12
"241789_at.t","241789_at",10.4908848851702,3.2138535847448e-17,1.01871839301124e-16
"241803_s_at.t","241803_s_at",2.31847518432608,0.0221476437769875,0.0280642109546548
"241864_x_at.t","241864_x_at",9.71805548383219,8.86916879254814e-16,2.53333907115508e-15
"241872_at.t","241872_at",7.92656938993135,8.06331270094755e-12,1.73872278100714e-11
"241897_at.t","241897_at",6.50730369487359,2.50545809200688e-09,4.7181504783057e-09
"241994_at.t","241994_at",-6.23022306745391,5.90515557989078e-09,1.09985318647358e-08
"242093_at.t","242093_at",-6.29873246278809,5.10552820247248e-09,9.54403379485393e-09
"242098_at.t","242098_at",-8.00535999777522,5.97868277753014e-13,1.39746005074788e-12
"242321_at.t","242321_at",8.72760758204804,3.35512545279016e-13,8.00108577604631e-13
"242397_at.t","242397_at",9.06671878502705,2.42407826275651e-13,5.80792460137749e-13
"242457_at.t","242457_at",3.124662318003,0.0022694321214994,0.00309394530544576
"242471_at.t","242471_at",10.3838367963971,7.05017715798496e-18,2.35159503897058e-17
"242546_at.t","242546_at",10.2039187857276,1.26074828178748e-15,3.56784772535422e-15
"242601_at.t","242601_at",-12.5863443757738,5.03317932898199e-24,2.67562415023313e-23
"242625_at.t","242625_at",10.3157734149589,6.11377924471952e-18,2.05718593926716e-17
"242626_at.t","242626_at",-6.78703558247004,4.77790963524933e-10,9.2947644873783e-10
"242680_at.t","242680_at",8.17885524964794,6.55210693979764e-12,1.42086058425357e-11
"242736_at.t","242736_at",6.85922140103024,1.07234256965123e-09,2.0547640477297e-09
"242767_at.t","242767_at",5.08777552494601,3.24801557904004e-06,5.22892939170378e-06
"242836_at.t","242836_at",3.9297368360001,0.000170889825282792,0.00024988760506968
"242874_at.t","242874_at",-8.62410477526258,2.53566954279752e-14,6.42733455301821e-14
"242881_x_at.t","242881_x_at",11.3690925207613,1.08071781485262e-18,3.80362982652726e-18
"242909_at.t","242909_at",-3.60639397624674,0.000441693964154998,0.000629054380577955
"243041_s_at.t","243041_s_at",10.07379984914,7.05339357413185e-16,2.04135076786311e-15
"243278_at.t","243278_at",4.49073876386633,1.78555898051318e-05,2.74742793885998e-05
"243729_at.t","243729_at",-8.86598598886849,4.8391208067679e-15,1.29977086932661e-14
"243864_at.t","243864_at",14.1956269497657,1.87055588145786e-22,8.73116175156092e-22
"243940_at.t","243940_at",8.99171414562158,2.36489352523856e-14,6.01122368012199e-14
"243945_at.t","243945_at",-2.98835077413699,0.00339444986275667,0.00457071481080076
"244026_at.t","244026_at",6.57677436717026,2.70011470756131e-09,5.07847127429530e-09
"244042_x_at.t","244042_x_at",-2.52179792829289,0.0128962635948803,0.0166899235534757
"244050_at.t","244050_at",15.9805115302881,2.06126936585998e-32,2.50460587232669e-31
"244056_at.t","244056_at",3.10941070008438,0.00267690414355275,0.00362364300953073
"244107_at.t","244107_at",-3.19283901813416,0.00181172990393148,0.00248767576943417
"244313_at.t","244313_at",9.35569495815599,8.32455737059674e-14,2.06228112206855e-13
"244385_at.t","244385_at",-8.0118636215665,5.37923838857766e-13,1.26119662678597e-12
"244567_at.t","244567_at",-4.30140804010974,3.48502397776991e-05,5.26709941753775e-05
"244741_s_at.t","244741_s_at",16.0667883236431,3.56340186126227e-27,2.5140867509643e-26
"244745_at.t","244745_at",12.0095714408729,3.18477087759033e-18,1.09570431766085e-17
"32128_at.t","32128_at",12.0020123098372,2.82202082830964e-21,1.22048414919267e-20
"37512_at.t","37512_at",14.2291075147307,5.67626020470042e-24,2.98637607333208e-23
"37892_at.t","37892_at",13.8759955292254,7.04971242245386e-26,4.40535090562321e-25
"39248_at.t","39248_at",-4.70810520562379,6.78855805189515e-06,1.07814132546177e-05
"41469_at.t","41469_at",-4.69222027720762,7.51993589906441e-06,1.18936176254831e-05
